INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,INSTITUICAO_ENSINO_ALUNO_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,FASE_2022,INDE_2022,PEDRA_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Escola Pública,11,2,2M,Não,7.044585,C,Ágata,8.500020000000001,7.9,8125,2.5,7.1875,7.916665,10,3.0,Rede Decisão,Ametista,6890,8.8,6.4,6.3,4.4,7.7,Não,7.3,10.0,,,,,,,,,,,
Escola Pública,11,1,2N,Não,8.070001999999999,B,Ametista,8.500020000000001,9.6,7.5,6.5,7.5,7.5,10,2.0,Escola Pública,Ametista,7431,9.0,7.1,7.5,6.9,8.5,Não,8.1,5.0,2.0,7.378176603174603,Ametista,8.000020000000001,9.682539682539682,7.5,6.333333333333333,6.25,Não,7.5,5.0
Escola Pública,12,2,2R,Não,7.458336000000001,B,Ametista,7.50002,9,6875,6,8.541666666666668,8.333336666666668,5,3.0,Rede Decisão,Ametista,8042,9.2,7.8,6.3,8.1,7.5,Não,7.9,10.0,4.0,7.006941758454106,Ágata,8.33335,9.182971014492754,5625,4.877777777777777,6.40625,Não,5.79166,10.0
Rede Decisão/União,13,4,3A,Sim,8.703753666666667,A,Topázio,10.000020000000001,7.3,10,8.333333333333334,8.4375,8.666675,10,3.0,Rede Decisão,Ametista,8085,9.2,8.1,8.8,7.6,8.1,Sim,9.2,5.0,4.0,7.973381651316815,Ametista,9.16668,8.035296867695186,9375,7.388888888888889,8.59375,Sim,8.375007499999999,5.0
Escola Pública,10,0,0D,Não,7.940418,B,Ametista,8.000020000000001,9.4,8125,10,7.8125,5.83333,5,0.0,Escola Pública,Ágata,6421,9.0,5.8,7.5,4.2,7.5,Não,7.6,5.0,,,,,,,,,,,
Rede Decisão/União,8,0,0H,Não,7.993333000000001,B,Ametista,9.000020000000001,9.8,5,10,2.5,6.916655,10,1.0,Escola Pública,Ametista,8061,10.0,8.8,5.0,6.4,7.9,Não,8.7,10.0,1.0,7.381391333333333,Ametista,8.000020000000001,8.483333333333333,5625,8.416666666666666,5.833333333333334,Não,7.77778,5.0
Escola Pública,17,1,6C,Não,5.075208833333333,D,Quartzo,5.41667,4.6,5,2.6666666666666665,6.71875,7.0416675,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,1,4L,Não,5.955279,D,Quartzo,8.75001,5.7,7.5,2,8125,7.38889,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,10,2,2F,Sim,8.890836,A,Topázio,9.000020000000001,9.1,7.5,9,8.541666666666666,8.833336666666666,10,2.0,Rede Decisão,Topázio,9107,9.0,8.8,8.8,9.3,8.5,Sim,9.4,10.0,3.0,8.510208575470424,Topázio,7.5,9.39305259957434,6.25,7.777777777777779,8.59375,Sim,9.2083375,10.0
Escola Pública,13,1,3B,Não,8.154376000000001,B,Ametista,7.91667,9.1,5625,8,7.96875,7.91667,10,4.0,Escola Pública,Topázio,8675,8.8,8.9,7.5,7.4,9.2,Sim,9.3,10.0,5.0,7.590972222222223,Ametista,7.91667,8.864583333333334,5625,6.777777777777779,6.25,Não,7.416665,10.0
Escola Pública,14,2,4L,Não,6.502500333333334,C,Ágata,9.58335,3.7,7.5,5.333333333333333,8.541666666666666,5.666659999999999,10,4.0,Escola Pública,Ágata,6508,6.3,5.0,7.5,7.6,7.5,Não,6.8,5.0,,,,,,,,,,,
Escola Pública,16,0,4B,Não,5.549445666666667,D,Quartzo,9.58335,6.4,6875,0,8125,6.555553333333332,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,3E,Não,6.485277,C,Ágata,7.91667,6.6,7.5,2.3333333333333335,8125,6.722216666666666,10,4.0,Escola Pública,Quartzo,4785,8.3,2.5,7.5,0.8,7.2,Não,4.1,10.0,4.0,5.061431199756183,Quartzo,7.91667,3.440830721003135,7.5,1.777777777777778,4.84375,Não,4.9583375,10.0
Escola Pública,13,3,3L,Não,7.735417,B,Ametista,7.91667,7.5,5,8,8.4375,7.5,10,4.0,Rede Decisão,Ágata,6872,7.1,4.7,6.9,6.8,7.8,Não,7.0,10.0,5.0,7.468215478632479,Ametista,7.5,8.792467948717949,5.0,6.944444444444446,8125,Não,6.291665,10.0
Escola Pública,14,1,2B,Não,7.4341680000000006,B,Ametista,9.000020000000001,8.9,7.5,9,4375,6.33333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,3,3A,Não,6.240207333333333,C,Ágata,5.41666,4.3,7.5,4.666666666666667,7.96875,6.791665,10,3.0,Escola Pública,Quartzo,5421,7.9,5.3,7.5,2.9,7.3,Não,5.1,5.0,3.0,6.195832000000001,Ágata,7.5,6.6875,7.5,4.75,6.25,Não,6.41666,5.0
Escola Pública,11,0,2L,Não,7.436114000000001,B,Ametista,9.000020000000001,7.5,7.5,4.25,7.916666666666666,8.222226666666666,10,2.0,Escola Pública,Ametista,6983,8.5,5.4,7.5,6.5,8.3,Não,8.3,5.0,,,,,,,,,,,
Escola Pública,7,0,0G,Não,8.641250000000001,A,Topázio,9.000020000000001,9.8,7.5,10,7.8125,6.24999,10,0.0,Escola Pública,Ametista,7360,8.0,5.8,7.5,6.8,7.8,Não,7.5,10.0,1.0,7.058532857142858,Ametista,8.500020000000001,9.285714285714285,7.5,3.916666666666667,5625,Não,6.277773333333333,10.0
Escola Pública,15,0,4B,Não,6.824446333333334,C,Ágata,8.75001,7.4,7.5,3.6666666666666665,8.749999999999998,8.055560000000002,5,5.0,Escola Pública,Ametista,7440,9.2,7.5,7.5,6.5,7.8,Não,8.4,5.0,6.0,4.951788339057362,Quartzo,0.0,4.617281695286811,7.5,4.766666666666667,6.25,Não,5.999993333333333,5.0
Escola Pública,13,2,3L,Não,7.096875,C,Ágata,9.16668,5,7.5,7,7.96875,6.16666,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,14,3,3G,Sim,7.7272240000000005,B,Ametista,7.9166799999999995,9.9,4375,7.666666666666667,7.291666666666667,8.77778,5,3.0,Rede Decisão,Ametista,8065,8.3,9.2,6.3,8.4,8.1,Não,8.9,5.0,4.0,7.084109195402299,Ametista,7.91667,8.574712643678161,5625,6.533333333333334,7.5,Não,7.291665,5.0
Escola Pública,12,4,2E,Sim,7.854724666666667,B,Ametista,9.000020000000001,5.6,7.5,9.5,8.958333333333334,8.944446666666664,5,2.0,Rede Decisão,Topázio,8921,9.5,10.0,7.5,8.9,9.8,Sim,9.8,5.0,3.0,8.655707365079365,Topázio,10.00002,9.88095238095238,7.5,8.444444444444445,8.90625,Sim,9.250005000000002,5.0
Escola Pública,14,0,3R,Não,5.591389333333334,D,Quartzo,9.16668,5.2,7.5,1.6666666666666667,7.291666666666667,6.611106666666666,5,3.0,Escola Pública,Quartzo,5424,7.9,4.2,7.5,3.9,6.9,Não,5.4,5.0,,,,,,,,,,,
Escola Pública,13,1,1D,Não,7.012085000000001,C,Ágata,8.000020000000001,7.8,5,7.25,7.1875,7.416665,5,2.0,Escola Pública,Quartzo,5500,8.0,3.8,7.5,4.3,7.5,Não,6.8,2.5,,,,,,,,,,,
Escola Pública,16,3,6C,Não,6.48,C,Ágata,8.75001,3.9,7.5,4,7.5,7.624995,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,0,3M,Não,8.103542166666667,B,Ametista,9.16668,8.2,7.5,8.333333333333334,7.96875,6.6666625,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,14,3,5B,Sim,8.435835666666668,B,Ametista,8.75001,8.7,9375,5.666666666666667,9.166666666666666,9.166673333333334,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,11,0,1M,Não,6.995835000000001,C,Ágata,8.500020000000001,8,7.5,4.5,8125,7.916665,5,2.0,Escola Pública,Ágata,6118,7.5,4.6,7.5,3.6,8.3,Não,8.3,5.0,2.0,6.535165330634278,Ágata,3.49998,8.49527665317139,5.0,6.25,6.25,Não,8.05556,5.0
Escola Pública,11,1,2B,Não,8.812502,A,Topázio,10.000020000000001,9.5,7.5,9,8125,7.75,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,16,2,5F,Não,5.065416,D,Quartzo,7.5,1.9,7.5,3,7.1875,6.83333,5,5.0,Escola Pública,Quartzo,5341,7.1,6.1,5.0,3.3,7.2,Não,5.1,5.0,,,,,,,,,,,
Escola Pública,15,2,4L,Não,4.682222333333334,D,Quartzo,9.58335,2.8,7.5,0,7.916666666666668,5.611103333333333,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,1,3C,Sim,9.198059333333333,A,Topázio,10.000020000000001,8.9,7.5,8.666666666666666,9.791666666666666,9.777786666666666,10,4.0,Rede Decisão,Topázio,8650,10.0,8.3,7.5,7.5,8.8,Sim,9.3,10.0,5.0,8.404169666666668,Topázio,10.00002,10.0,7.5,7.0,6.041666666666667,Não,8.250005,10.0
Escola Pública,11,3,1G,Não,7.783335,B,Ametista,9.000020000000001,8.5,4375,10,8125,7.166665,5,2.0,Escola Pública,Quartzo,5531,6.3,5.8,5.0,4.1,7.5,Não,5.8,5.0,3.0,5.553987846496118,Quartzo,0.0,6.184870621369477,5.0,4.611111111111112,7.03125,Não,5.9583325,10.0
Escola Pública,9,0,0E,Não,8.118749000000001,B,Ametista,6.83334,10,7.5,10,7.1875,7.333325,5,1.0,Escola Pública,Ágata,6506,8.0,7.9,7.5,3.9,7.3,Não,6.8,5.0,,,,,,,,,,,
Rede Decisão/União,11,3,2L,Sim,8.281114,B,Ametista,9.000020000000001,9.6,6.25,6.5,7.916666666666668,8.722226666666666,10,3.0,Rede Decisão,Ametista,7211,7.9,7.5,6.3,8.2,7.9,Não,8.1,2.5,4.0,7.302153111111111,Ametista,7.91667,9.791666666666666,5625,6.588888888888889,7.96875,Não,8125,2.5
Escola Pública,12,1,2D,Não,7.971252,B,Ametista,10.000020000000001,9.7,7.5,7,7.8125,8,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,2,3B,Não,8.615210166666667,A,Topázio,9.16668,9.8,7.5,8.333333333333334,7.96875,7.6250025,10,4.0,Escola Pública,Ágata,5943,8.3,6.7,7.5,2.3,7.3,Não,4.2,10.0,4.0,6.258056446780273,Ágata,7.5,6.406606678345809,7.5,4.555555555555555,7.65625,Não,6.499995,5.0
Escola Pública,12,1,1R,Não,6.857223333333333,C,Ágata,9.500020000000001,6.8,4375,6.5,6875,8.111106666666666,5,2.0,Escola Pública,Quartzo,2468,0.0,0.4,6.3,0.0,6.9,Não,4.1,2.5,,,,,,,,,,,
Escola Pública,7,0,0G,Não,6.979172000000001,C,Ágata,9.000020000000001,10,5625,7,2.5,4.333349999999999,10,0.0,Escola Pública,Ametista,7133,8.5,6.7,7.5,6.6,8.8,Não,7.5,5.0,,,,,,,,,,,
Escola Pública,8,1,0E,Não,8.091669,B,Ametista,8.500020000000001,10,6.25,9,2.5,7.833335,10,1.0,Escola Pública,Topázio,9176,10.0,10.0,5.0,9.1,9.0,Sim,9.8,10.0,1.0,8.813892666666668,Topázio,9.50002,10.0,8.75,9.5,6.666666666666666,Sim,9.61112,5.0
Rede Decisão/União,11,2,2B,Não,8.196669,B,Ametista,8.000020000000001,7.4,7.5,9,7.5,8.083335,10,2.0,Rede Decisão,Ametista,7196,8.0,8.3,7.5,6.3,7.5,Não,7.3,5.0,2.0,6.969181527369182,Ágata,8.000020000000001,7.866730970179244,5.0,7.25,6.458333333333334,Não,7.5,5.0
Escola Pública,9,2,1F,Não,8.388752,B,Ametista,8.000020000000001,7.6,7.5,10,7.1875,8,10,2.0,Escola Pública,Ametista,7275,9.0,7.5,7.5,3.9,7.7,Não,7.8,10.0,,,,,,,,,,,
Escola Pública,11,1,1E,Não,6.864723333333334,C,Ágata,7.91668,9.4,5625,3.75,7.916666666666668,7.944443333333333,5,2.0,Escola Pública,Ágata,6231,7.9,5.0,7.5,4.4,7.9,Não,7.6,5.0,2.0,6.322553780885782,Ágata,7.00002,8.237762237762238,7.5,3.666666666666667,6.25,Não,6.833329999999999,5.0
Escola Pública,10,1,2B,Não,8.341669000000001,B,Ametista,10.000020000000001,9.5,7.5,7,6.25,8.333335,10,2.0,Escola Pública,Ametista,7549,9.0,7.5,7.5,7.6,7.9,Sim,9.2,2.5,3.0,7.279925742424242,Ametista,8.75001,7.73989898989899,7.5,7.222222222222221,8125,Não,8.0000025,2.5
Rede Decisão/União,14,3,4B,Sim,8.332223666666668,B,Ametista,7.08333,8.3,5,9,8.749999999999998,8.944453333333334,10,5.0,Rede Decisão,Ametista,8073,8.8,6.1,7.5,8.2,8.6,Não,8.7,10.0,5.0,7.304722388888888,Ametista,7.08333,8.131944444444445,5625,8.433333333333332,6.458333333333332,Não,7.8750025,5.0
Escola Pública,12,1,1R,Não,7.1236120000000005,C,Ágata,8.500020000000001,6.5,5,9,7.291666666666668,7.222216666666665,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,10,2,1N,Não,8.450835333333334,B,Ametista,9.000020000000001,9.4,8125,9.5,7.916666666666668,8.333333333333334,5,2.0,Rede Decisão,Ametista,7207,8.5,7.1,7.5,3.9,7.9,Não,8.1,10.0,2.0,7.912811530864198,Ametista,9.50002,9.320987654320987,8.75,7.166666666666667,6.458333333333334,Não,8.222226666666668,5.0
Escola Pública,10,1,1N,Não,7.751390666666667,B,Ametista,9.500020000000001,8,6.25,9.5,6875,7.444443333333333,5,1.0,Escola Pública,Ametista,7760,9.0,10.0,7.5,4.9,8.1,Sim,9.1,5.0,2.0,5.914900545454545,Quartzo,8.000020000000001,6.060606060606061,7.5,4.25,6.25,Não,5.888886666666666,5.0
Escola João Paulo II,13,2,3A,Não,5.730206833333334,D,Quartzo,7.5,4.5,3.75,4.666666666666667,6.71875,5.4999925,10,3.0,Escola JP II,Quartzo,4286,7.9,2.8,6.3,1.2,6.3,Não,4.8,5.0,3.0,5.705118585573055,Quartzo,7.91667,5.579065150087494,4375,5.477777777777778,7.8125,Não,4.916665,5.0
Escola Pública,11,0,2L,Não,6.381112000000001,C,Ágata,8.000020000000001,6.1,7.5,3.5,6.666666666666667,6.222216666666667,10,2.0,Escola Pública,Quartzo,4186,0.0,2.5,7.5,1.0,7.9,Não,7.2,5.0,,,,,,,,,,,
Rede Decisão/União,15,4,4L,Sim,7.503891,B,Ametista,7.91667,8.2,5625,7,8.541666666666666,8.777786666666666,5,5.0,Rede Decisão,Ametista,7482,9.2,7.5,7.5,7.3,8.1,Não,7.7,5.0,6.0,6.259109685300206,Ágata,9.58335,4.845885093167702,8125,3.833333333333334,7.96875,Não,7.27778,5.0
Escola Pública,12,3,3F,Não,6.508056333333332,C,Ágata,9.58335,8.2,7.5,0,7.708333333333334,6.944439999999998,10,3.0,Escola Pública,Ágata,6418,10.0,3.9,7.5,3.6,7.3,Não,7.2,10.0,4.0,7.117600108225108,Ametista,9.16668,8.249458874458874,5625,5.666666666666667,6.71875,Não,5.91666,10.0
Rede Decisão/União,13,3,4B,Sim,9.098615,A,Topázio,9.58335,10,10,7,8.958333333333332,9.222233333333334,10,5.0,Rede Decisão,Topázio,8506,10.0,7.8,7.5,7.9,8.8,Não,8.8,10.0,5.0,8.135882296296298,Topázio,9.58335,9.241898148148149,6.25,7.166666666666667,6.458333333333334,Não,8.125005,10.0
Escola Pública,11,1,0H,Não,7.889583000000001,B,Ametista,9.000020000000001,10,7.5,8.5,6.5625,6.916655,5,1.0,Escola Pública,Ametista,7351,9.5,10.0,7.5,3.6,7.7,Não,8.3,5.0,2.0,6.445832675903806,Ágata,9.50002,9.104156712852363,7.5,3.0,6.25,Não,5.999996666666668,5.0
Escola Pública,11,4,2M,Não,5.032083,D,Quartzo,0,7.9,3125,0,6.5625,7.416665,10,2.0,Escola Pública,Quartzo,4335,0.0,5.4,5.6,1.6,7.8,Não,5.4,5.0,2.0,5.661425060985798,Quartzo,9.50002,6.182121971595657,5.0,3.25,6.25,Não,5.999993333333334,5.0
Escola Pública,16,1,6A,Não,4.045624,D,Quartzo,0,3.4,5,0,6.40625,6.124995,10,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,15,4,5B,Não,7.9133346666666675,B,Ametista,8.33334,8.4,5,7.333333333333333,8.333333333333334,8.000003333333334,10,6.0,Rede Decisão,Ágata,6315,7.5,7.2,2.5,5.3,7.7,Não,5.2,10.0,,,,,,,,,,,
Escola Pública,8,1,0E,Não,7.487501000000001,B,Ametista,9.000020000000001,10,4375,10,2.5,4.499995,10,0.0,Escola Pública,Ágata,6598,9.0,8.3,4.4,6.6,5.3,Não,6.2,5.0,0.0,7.151334755991286,Ametista,9.000020000000001,8.485838779956426,6875,7.25,5.0,Não,7.083325,5.0
Escola Pública,14,4,4L,Não,4.603611,D,Quartzo,9.58335,3.9,4375,0,5.833333333333333,4.2222133333333325,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,17,1,7B,Não,6.988332833333334,C,Ágata,7.08333,6.4,5625,6.166666666666667,6875,7.5833325,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2M,Não,7.432918,B,Ametista,9.500020000000001,8.3,6875,7,7.1875,7.58333,5,2.0,Escola Pública,Ágata,6850,8.5,7.9,7.5,4.9,8.1,Não,6.8,5.0,3.0,6.030205833333333,Ágata,7.5,7.1875,7.5,3.916666666666667,7.34375,Não,5.3749875,5.0
Escola Pública,10,0,1J,Não,7.8575013333333334,B,Ametista,7.9166799999999995,8.6,7.5,9,7.291666666666667,7.833333333333333,5,2.0,Escola Pública,Ametista,7444,7.5,8.3,8.1,4.6,7.9,Não,7.6,10.0,,,,,,,,,,,
Rede Decisão/União,12,4,3B,Não,8.186876333333334,B,Ametista,9.16668,9.7,7.5,6.666666666666667,7.96875,7.25,10,3.0,Rede Decisão,Ametista,8151,9.2,7.5,7.5,6.6,8.1,Sim,9.3,10.0,4.0,7.388203535794046,Ametista,7.91667,7.776784067859118,5.0,6.711111111111111,7.65625,Não,7.1666625,10.0
Escola Pública,9,1,0H,Não,7.6499999999999995,B,Ametista,9.500020000000001,10,7.5,9,2.5,6.99999,5,1.0,Escola Pública,Ametista,7713,9.5,9.6,7.5,4.8,8.1,Sim,9.2,5.0,1.0,8.040676603174603,Ametista,10.00002,9.682539682539682,7.5,8.583333333333334,6.041666666666667,Não,7.666666666666667,5.0
Escola Pública,13,0,2L,Não,7.356112666666667,B,Ametista,9.000020000000001,7.6,7.5,8,7.083333333333334,6.888886666666665,5,2.0,Escola Pública,Ágata,6243,8.0,7.1,7.5,2.8,7.9,Não,7.1,5.0,3.0,6.355207500000001,Ágata,8.75001,7.6875,7.5,4.25,7.34375,Não,5.5416575,5.0
Escola Pública,10,1,1A,Sim,8.590003000000001,A,Topázio,9.000020000000001,9.7,6875,9.5,8125,9.250005,5,2.0,Escola Pública,Topázio,8586,9.5,10.0,7.5,6.2,7.7,Sim,9.4,10.0,2.0,6.689521871961853,Ágata,10.00002,8.39898935980926,5.0,4.583333333333333,4375,Não,8.277776666666668,5.0
Escola Pública,14,2,3C,Sim,8.448612666666666,B,Ametista,8.33334,10,7.5,8.666666666666666,8.541666666666666,8.888893333333332,5,3.0,Escola Pública,Ametista,7069,8.8,5.0,7.5,7.2,8.3,Não,8.4,5.0,,,,,,,,,,,
Escola Pública,14,0,3J,Não,8.080835,B,Ametista,9.583350000000001,8.8,7.5,8.666666666666666,8125,7.833333333333334,5,3.0,Escola Pública,Ametista,7724,9.2,8.3,7.5,7.7,7.7,Não,7.9,5.0,4.0,6.962409296451915,Ágata,9.58335,6.278011204481793,6875,6.877777777777777,7.1875,Não,7.3333325,5.0
Escola Pública,10,1,1J,Não,8.345835333333333,B,Ametista,9.500020000000001,9.5,6875,10,7.083333333333334,8,5,1.0,Escola Pública,Ametista,7990,9.0,9.6,7.5,6.5,8.1,Sim,9.1,5.0,1.0,7.785336999222999,Ametista,7.50002,9.16278166278166,7.5,8.25,6.25,Sim,8.388893333333334,5.0
Escola Pública,8,1,1A,Não,8.558752,A,Topázio,9.000020000000001,9.7,7.5,9,7.1875,7.25,10,1.0,Rede Decisão,Topázio,8846,8.5,10.0,7.5,8.4,7.7,Sim,9.0,10.0,1.0,8.416724112554114,Topázio,7.50002,9.72943722943723,7.5,9.583333333333332,6875,Sim,9.33334,5.0
Rede Decisão/União,12,3,2N,Não,6.996391333333334,C,Ágata,9.000020000000001,8.1,4375,6,7.5,7.944446666666667,5,3.0,Rede Decisão,Quartzo,4451,6.7,2.2,5.0,2.9,5.2,Não,3.7,10.0,3.0,5.526750312169312,Quartzo,7.08333,5.727513227513228,5625,4.333333333333333,7.1875,Não,5.12499,5.0
Escola Pública,11,0,1K,Não,7.506112,B,Ametista,9.000020000000001,8.6,7.5,7.5,6.25,7.555549999999999,5,1.0,Escola Pública,Ágata,5864,10.0,5.8,7.5,1.5,7.9,Não,6.8,5.0,,,,,,,,,,,
Rede Decisão/União,14,4,4L,Não,7.706946333333334,B,Ametista,8.75001,8,5,6.333333333333333,8.541666666666666,8.05556,10,5.0,Rede Decisão,Ágata,6192,7.1,6.7,6.9,2.7,7.2,Não,6.1,10.0,,,,,,,,,,,
Escola Pública,12,1,2M,Não,7.543335000000001,B,Ametista,8.000020000000001,8.3,7.5,7.5,7.5,7.916665,5,2.0,Escola Pública,Ágata,6379,7.4,7.5,7.5,1.9,8.1,Não,8.5,5.0,3.0,6.05804740909091,Ágata,7.91667,6.607954545454545,7.5,4.75,7.03125,Não,5.2083225,5.0
Escola Pública,14,1,2F,Não,4.8113893333333335,D,Quartzo,7.4166799999999995,5.8,5,0.5,6875,5.611106666666666,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,7,0,0C,Não,8.71667,A,Topázio,10.000020000000001,10,7.5,8.5,7.5,7.58334,10,0.0,Escola Pública,Topázio,8544,9.5,10.0,7.5,7.1,7.8,Não,8.3,10.0,1.0,8.086112,Topázio,9.50002,9.666666666666666,7.5,7.25,6.25,Não,6.888883333333333,10.0
Escola Pública,8,0,1K,Não,6.593890666666667,C,Ágata,8.500020000000001,7.9,7.5,0,7.916666666666668,8.11111,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2D,Não,7.633752,B,Ametista,9.000020000000001,8.7,7.5,7,8.4375,7.5,5,2.0,Escola Pública,Ametista,7933,8.5,8.3,7.5,8.3,7.5,Não,8.8,5.0,3.0,7.831592958621301,Ametista,8.33334,8.513866737550948,7.5,6.555555555555556,7.34375,Não,7.4999975,10.0
Escola Pública,12,2,2R,Não,6.867500666666667,C,Ágata,9.000020000000001,7.9,6875,5.5,6.666666666666667,7.1666599999999985,5,3.0,Escola Pública,Ágata,6058,10.0,5.3,7.5,2.3,7.2,Não,5.4,10.0,,,,,,,,,,,
Escola Pública,11,1,1E,Não,7.698057333333334,B,Ametista,9.500020000000001,9.4,7.5,6.5,7.291666666666667,7.944443333333333,5,1.0,Escola Pública,Ametista,7411,7.0,9.6,5.6,6.9,8.3,Não,7.6,5.0,,,,,,,,,,,
Escola Pública,14,2,5A,Não,8.799447333333335,A,Topázio,10.000020000000001,9.4,8125,8,8.958333333333334,8.05556,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,13,3,2M,Não,7.105001,C,Ágata,6.9166799999999995,7.9,4375,7.5,8125,7.916665,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,10,1,1D,Não,7.812502,B,Ametista,8.000020000000001,9.5,7.5,7.5,8125,7.75,5,2.0,Escola Pública,Ametista,8092,8.0,7.1,7.5,7.9,7.5,Sim,9.0,10.0,,,,,,,,,,,
Escola Pública,8,1,0A,Não,7.7166690000000004,B,Ametista,9.000020000000001,10,7.5,8,2.5,6.083335,10,0.0,Escola Pública,Ametista,7273,8.5,10.0,7.5,5.4,7.8,Não,6.6,5.0,0.0,7.517770718098665,Ametista,9.50002,8.765931923826662,7.5,7.416666666666666,5.3125,Não,7.749995,5.0
Escola Pública,8,0,1M,Não,8.885835,A,Topázio,9.000020000000001,9.2,7.5,10,8125,7.916665,10,1.0,Rede Decisão,Topázio,9069,9.0,10.0,7.5,8.3,8.1,Sim,9.7,10.0,2.0,8.175157209876545,Topázio,8.000020000000001,9.382716049382717,7.5,7.5,6.041666666666667,Não,8.222226666666666,10.0
Escola Pública,13,0,3A,Não,7.9385425000000005,B,Ametista,9.58335,8.5,7.5,7,7.96875,6.6666625,10,4.0,Escola Pública,Ametista,7144,9.2,5.6,7.5,5.9,7.5,Não,7.2,10.0,,,,,,,,,,,
Rede Decisão/União,16,3,4A,Sim,8.927781333333334,A,Topázio,10.000020000000001,10,10,7.666666666666667,9.166666666666666,9.888896666666668,5,5.0,Rede Decisão,Topázio,8632,9.6,9.2,7.5,6.8,7.7,Sim,9.9,10.0,,,,,,,,,,,
Escola Pública,9,0,1C,Não,8.118335333333334,B,Ametista,9.500020000000001,8.8,7.5,7,7.916666666666668,7.333333333333333,10,2.0,Escola Pública,Quartzo,5364,0.0,3.8,7.5,3.1,7.3,Não,7.6,10.0,,,,,,,,,,,
Escola Pública,13,1,2B,Não,7.156668,C,Ágata,7.41668,7.7,6875,7.5,6875,7.5,5,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,12,1,2H,Não,6.241251999999999,C,Ágata,9.500020000000001,6.3,7.5,2,7.8125,8,5,2.0,Escola Pública,Ágata,6082,9.5,5.4,7.5,3.1,7.3,Não,7.2,5.0,2.0,6.654070674842067,Ágata,7.916679999999999,8.54812337421033,5625,4.5,6.458333333333334,Não,7.722223333333334,5.0
Escola Pública,16,4,5G,Não,4.328750666666667,D,Quartzo,9.58335,0.8,3125,1.3333333333333333,7.8125,6.749995,5,6.0,Escola Pública,Ágata,6772,8.8,7.8,7.5,5.0,7.5,Não,6.7,5.0,7.0,5.323060529411764,Quartzo,9.16668,4.16078431372549,5.0,2.966666666666666,7.03125,Não,6.388886666666666,5.0
Escola Pública,15,1,3A,Não,6.5970838333333335,C,Ágata,5.83334,8.1,3.75,7.666666666666667,7.1875,6.3333325,5,4.0,Escola Pública,Ágata,6239,6.7,6.9,5.0,5.1,7.5,Não,7.0,5.0,4.0,5.54660878400712,Quartzo,4.58334,7.675756420035596,5.0,5.0,5.78125,Não,6.1249925,2.5
Escola Pública,15,1,4A,Não,4.745832666666667,D,Quartzo,9.16668,1,7.5,2.6666666666666665,8125,5.1666566666666665,5,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,13,3,3L,Sim,8.5077105,A,Topázio,7.91667,8.7,7.5,7,8.59375,9.8333425,10,4.0,Rede Decisão,Topázio,8866,8.3,9.7,7.5,7.8,9.2,Sim,9.3,10.0,5.0,9.354308222222222,Topázio,8.75001,10.0,9375,8.511111111111111,9.0625,Sim,9.666675,10.0
FIAP,18,1,8A,,8.893334,B,Ametista,8.33334,10,7.5,8.9,0,0,10,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,15,0,5A,Não,7.1305570000000005,C,Ágata,8.75001,6,7.5,5.333333333333333,7.500000000000001,7.444446666666667,10,6.0,Escola Pública,Ágata,6517,7.5,3.9,7.5,5.5,7.8,Não,6.8,10.0,7.0,4.831948084967321,Quartzo,0.0,4.027450980392157,6875,1.477777777777778,7.65625,Não,6.388886666666667,10.0
